	text	label
4070	Salcomp Oyj , the Finnish maker of mobile phone chargers , Monday posted a EUR1 .49 million loss in the second quarter compared with a 1.70 million profit in the same period the previous year 	negative
3114	Sanoma Magazines International will invite other shareholders holding approximately 15 % of the shares to sell their shares 	neutral
1619	The company said Offshore segment represented 43 % of the total marine engines orders for the July-September 2010 period , Merchant 33 % , Special vessels 18 % , and Cruise and Ferry , and Ship Design -- 2 % and 3 % , respectively 	neutral
3952	This rating from A.M. Best is the highest among the CIS countries , Central and Eastern Europe 	neutral
922	- UPM-Kymmene upgraded to ` in-line ' from ` underperform ' by Goldman Sachs 	positive
151	According to HKScan Finland , the plan is to increase J+ñrvi-Suomen Portti 's net sales to EUR 80mn to EUR 100mn 	positive
1862	So far the company has awarded more than $ 350,000 worth of tools and materials 	neutral
3208	The company will also shut one paper machine in Finland and one in Austria , as well as two label paper machines in Finland for up to 10 months , Helsinki-based UPM said yesterday 	neutral
3836	The energy sector accounted for approximately 33 % and the steel industry for about 57 % of the transportation volume 	neutral
2714	Finnish printed circuit boards ( PCBs ) maker Aspocomp Group Oyj said on December 4 , 2006 it named Henry Gilchrist senior vice president of the group 's Asian operations , as of January 8 , 2007 	neutral
4701	Operating profit fell to EUR 23.26 mn from EUR 32.86 mn 	negative
3336	The properties were purchased from Swedish private equity real estate firm Niam and Goldman Sachs ' Whitehall Street Real Estate Funds 	neutral
1239	HELSINKI ( AFX ) - Outokumpu said it has agreed to sell the Hitura nickel mine in Finland to Canadian group Belvedere Resources Ltd for 10 mln eur worth of Belvedere shares 	neutral
1854	Kemira Coatings is the leading supplier of paints in Northern and Eastern Europe , providing consumers and professionals with branded products in approx 	positive
1481	`` The industry is coming to an interesting fork in the road as both handset manufacturers and wireless carriers attempt to serve as the portal for Web-based service to your wireless handset , '' he wrote 	neutral
3126	Some of the lay-offs will be implemented using part-time employment contracts 	neutral
2824	Automation makes it possible to conduct several tests simultaneously 	neutral
1920	The familiar blue , white , and red HK seal has received a more authentic look 	neutral
642	8 May 2009 - Finnish liquid handling products and diagnostic test systems maker Biohit Oyj ( HEL : BIOBV ) said today ( 8 May 2009 ) its net loss narrowed to EUR0 .1 m ( USD0 .14 m ) for the first quarter of 2009 from EUR0 .4 m for the same period of 2008 	positive
3638	In the autumn , it plans to expand service to St. Petersburg and Moscow and launch service to Yekaterinburg , Russia , flying there three times a week 	positive
4063	In October , UPM reported a third-quarter net loss of euro86 million $ 110 million compared with a net profit of euro120 million in 2007 	negative
3894	The remaining amount will be funded through debt , the Danish bank said 	neutral
4507	`` Method and System for Controlling a Hard Disk Drive Using a Multimediacard Physical Interface '' was invented by Marko Ahvenainen Ruutana , Finland 	neutral
2060	Viking Line manages well with its current ferries 	positive
4580	Operating profit for the 12-month period decreased from EUR28 .2 m while net turnover increased from EUR313 .42 m , as compared to the financial year 2004 	negative
3671	Marathon estimates the value of its remaining stake in Protalix at $ 27 million 	neutral
2157	Net profit was 35.5 mln compared with 29.8 mln 	positive
2811	As a result of the negotiations , the amount of employment contracts to be terminated is 13 	negative
97	Net sales of Finnish food industry company L+ñnnen Tehtaat 's continuing operations increased by 13 % in 2008 to EUR 349.1 mn from EUR 309.6 mn in 2007 	positive
3492	7 March 2011 - Finnish IT company Digia Oyj HEL : DIG1V announced today an agreement with mobile-phone major Nokia Oyj HEL : NOK1V to acquire the commercial licensing and service business related to Nokia 's Qt technology 	positive
2067	3 January 2011 - Finnish flag carrier Finnair Oyj ( HEL : FIA1S ) said today it sealed a nine-year sale and leaseback agreement for its newest Airbus A330 aircraft for syndication into the Japanese operating lease market 	positive
701	For the current year , Raute expects its net sales to increase and the operating result -- to be positive 	positive
168	Both operating profit and net sales for the six-month period increased , respectively from EUR18 .1 m and EUR127 .6 m , as compared to the corresponding period in 2006 	positive
1524	Finnish retailer Stockmann has won approval from the board of Swedish rival Lindex for a public tender offer with the aim of expanding the companies ' presence in Russia and other CEE countries , Stockmann said Monday 	positive
4838	The company said that its comparable operating profit for the January-June period fell short of last year 's corresponding performance 	negative
1072	Professional and consumer applications include personal navigation , personal safety , field and workflow management , and asset tracking 	neutral
1180	As of August 2008 , Glaston 's North Asian sales and service region is upgraded to a new market area , North Asia 	neutral
328	EPS for the quarter came in at 0.36 eur , up from 0.33 eur a year ago and ahead of forecast of 0.33 eur 	positive
527	The subscriptions increase Cargotec 's share capital by EUR 27,060 	positive
4591	Earlier today , Geberit 's Finnish rival Uponor OYJ cut its full-year sales growth forecast to 6 pct from 10 pct , blaming tough conditions in Germany and the US , as well as currency factors 	negative
1591	Russia wants to utilise its huge forest reserves in a very different way from what has been done so far 	neutral
2113	However , he expects banks to provide alternative financing 	positive
2908	First Industrial will seek LEED designation for Uponor 's new building and a 282,000 square-foot speculative distribution center at First Park Lakeville 	neutral
2433	Currently the Terminator lures are produced in a subcontract facility in Mexico but the manufacturing will be transferred to Rapala 's factory in Shenzhen , China 	neutral
3692	Niam offer financial investors a high return via investments in funds that in turn invest in all types of properties 	neutral
3572	Earnings per share EPS in 2005 amounted to a loss of EUR1 .26 	neutral
786	The estimated synergy benefits are at least EUR7m annually 	positive
4102	By cutting the number of plants , the group will trim fixed costs 	positive
429	Furthermore , Bunge will also sign a licensing agreement for the Sunnuntai and Carlshamn Mejeri brands 	positive
1596	Seppala transferred the sale to a greater extent than last year to February , and this is reflected on the January sales figures 	neutral
4172	Antniemi refuted a report by the Finnish daily Turun Sanomat as if the company was reorganizing its operations in the Baltic countries 	neutral
1557	LONDON AFX - UK and European brokers ' recommendations issued today , as collated by AFX News from a range of market sources 	neutral
2968	Indigo and Somoncom serve 377,000 subscribers and had a market share of approximately 27 % as of May 2007 	neutral
3732	RIM has revamped the BlackBerry OS UI with the 6.0 version of the mobile operating system 	neutral
